task_name,program,search_time,evaluation_time,nb_programs,cumulative_probability,probability
remove-index-k with k=2,(cons (car var0) (cdr (cdr var0))),0.28696144701052617,0.08869405996620117,14959,0.4051215478263729,2.8996941032369594e-06
remove gt 3,(filter (gt? 4) var0),0.032095610000396846,0.008492546005982149,1642,0.3083774431549229,2.9424446581601917e-05
caesar-cipher-k-modulo-n with k=5 and n=3,(map (mod 3) (map (+ 2) var0)),14.61096233324406,5.948016170815663,653687,0.554472776647836,5.511237804936862e-08
keep-mod-k with k=3,(filter (is-mod 3) var0),0.02798569700189546,0.007389438003883697,1428,0.3016093368990859,3.427629631337725e-05
slice-k-n with k=4 and n=1,(map (index 3) (cons var0 (cdr empty))),0.06448222900917244,0.019587956013765506,3390,0.34248020906894905,1.31209473850287e-05
append-index-k with k=2,(append (car (cdr var0)) var0),0.01470673199992234,0.003822542010766483,765,0.2715545716794445,6.358956028151582e-05
take-k with k=2,(map car (append (cdr var0) (cons var0 empty))),0.029134464003618632,0.008586996008489223,1558,0.30584180429843344,3.115278029952675e-05
caesar-cipher-k-modulo-n with k=1 and n=3,(map (mod 3) (map (+ 4) var0)),15.242866899077399,5.425243602893715,604012,0.5516175470622867,5.99689746919172e-08
replace-all-with-index-k with k=5,(map (if (empty? empty) (index 4 var0)) var0),2.5839968190107356,1.0996166280797297,126517,0.49283194954884807,3.0182448979664705e-07
sort-and-deduplicate,,24.79636507773239,10.193135380241074,1000000,0.5695683567884532,3.503050335913669e-08
pow-k with k=5,empty,2.657000095496187e-06,4.299000011087628e-06,1,0.027112240158233384,0.027112240158233384
sort,,24.63717492796286,9.865159543399386,1000000,0.5695683708699005,3.503052606624715e-08
remove-mod-k with k=4,,25.136330170039855,7.513220349990206,1000000,0.5695683730490426,3.503050332750805e-08
take-k with k=1,(map car (cons var0 (cdr empty))),0.002966813000966795,0.00073751600120886,174,0.2009602868059489,0.0002953995244105714
append-k with k=2,(append 2 var0),0.000961899000685662,0.00023431899899151176,58,0.14833647084351143,0.000792328325263278
slice-k-n with k=4 and n=3,,23.548479143312306,9.851469468484993,1000000,0.5695681579843869,3.503060713049701e-08
mult-k with k=4,(map (* 4) var0),0.027541857010874082,0.007086043004619569,1435,0.30184872152894393,3.4142960726823684e-05
slice-k-n with k=5 and n=1,(map (index 3) (cons (cdr var0) (cdr empty))),0.06329208599254343,0.01837579198218009,3544,0.344444639119257,1.2425288907703566e-05
modulo-k with k=2,(map (mod 2) var0),0.04109163699649798,0.01143365600182733,2200,0.32241851209677924,2.171411938862971e-05
slice-k-n with k=3 and n=1,(map (index 2) (cons var0 (cdr empty))),0.06618549001859719,0.0195623229933517,3594,0.34506127973602485,1.2245765034257468e-05
append-k with k=0,(append 0 var0),0.0017611660018701514,0.0004134499986321316,98,0.17234233552563338,0.0004990531720961224
keep eq 3,(filter (eq? 3) var0),0.031708274995253305,0.00846303300386353,1641,0.3083480076108593,2.9427793585759665e-05
remove-index-k with k=4,,24.136475967971364,9.7952878504625,1000000,0.5695683700990518,3.503051425951406e-08
rotate-k with k=4,,26.584727821046727,7.396281069838096,1000000,0.5695681216116607,3.503062388513092e-08
pow-k with k=4,(car (append var0 (cdr empty))),0.0007345919998442696,0.0001875059979283833,45,0.13641181108319553,0.0011101988401232199
prepend-k with k=3,(cons 3 var0),0.0023160089990597044,0.0005580219958574162,133,0.18736168931160171,0.00038189735182634136
append-k with k=4,(append 4 var0),0.0019356439984221652,0.0003851699980259582,87,0.1665730392896861,0.0005590389366493228
caesar-cipher-k-modulo-n with k=1 and n=2,(map (- 1) var0),0.021874643005958205,0.00576932500644034,1176,0.2922415027942143,4.102116462971084e-05
pow-k with k=3,(car (append var0 (cdr empty))),0.0008128030012812815,0.0002875190007216588,45,0.13641175871381478,0.0011101990869815642
replace-all-with-index-k with k=1,(map (if (empty? empty) (car var0)) var0),0.5143981049764079,0.16510421200337078,26291,0.42965892470278105,1.6337594599269157e-06
modulo-k with k=4,(map (mod 4) var0),0.0300146500030678,0.00795474999858925,1570,0.30621475871424414,3.094453355869738e-05
slice-k-n with k=3 and n=2,(map (index 2) (append (cdr var0) (cons var0 empty))),0.641401939973548,0.3680656529581938,32509,0.4386786918242419,1.2914360155677305e-06
repeat,(map (max (index 1 var0)) (range (car var0))),21.028400530933595,6.787766760079194,782994,0.5609344798767179,4.54430106721889e-08
slice-k-n with k=4 and n=4,,25.290156076339827,10.212715650315658,1000000,0.5695667703385511,3.503052234305872e-08
slice-k-n with k=1 and n=3,,25.84548980279851,7.716138736095672,1000000,0.5695683364898961,3.5030519093018015e-08
keep-mod-head,(filter (is-mod (car var0)) (cdr var0)),0.1724271200100702,0.054462922024413274,9414,0.3854281139812725,4.439939873200769e-06
remove-mod-k with k=2,,27.47719021220837,11.113347486927069,1000000,0.5695683635461508,3.5030514856379534e-08
take-k with k=3,,29.075570142055312,11.900850056779746,1000000,0.5695683736362958,3.5030517187088064e-08
remove-index-k with k=1,(cdr var0),1.0586999906081473e-05,2.326499998162035e-05,2,0.03604299348501851,0.00893067131266869
caesar-cipher-k-modulo-n with k=2 and n=3,(map (mod 3) (map (+ 2) var0)),15.544499654757601,4.708303205205993,653687,0.5544727744133886,5.511239087023942e-08
slice-k-n with k=1 and n=1,(map car (cons var0 (cdr empty))),0.00299609300600423,0.0008240650031439145,174,0.200960281367658,0.00029539964065781793
modulo-k with k=1,(map (* (length empty)) var0),0.019707265005308727,0.005378337991714943,1038,0.2862448262554322,4.658056501070882e-05
remove-mod-k with k=3,,24.185331459573717,11.385565503237558,1000000,0.5695683730059626,3.5030515746619844e-08
slice-k-n with k=2 and n=3,,24.270968827021534,8.93408109307802,1000000,0.5695683213950732,3.503053779835459e-08
prepend-index-k with k=2,(cons (car (cdr var0)) var0),0.06343278301210376,0.01905506398907164,3328,0.3416582660719657,1.3409127649721536e-05
caesar-cipher-k-modulo-n with k=4 and n=3,(map (mod 3) (map (+ 4) var0)),14.395406515846844,5.6153885905687275,604012,0.5516175470622867,5.99689746919172e-08
repeat-many,,23.899320973051545,10.057426087031672,1000000,0.5695683701700206,3.5030504149265686e-08
slice-k-n with k=3 and n=3,,23.287122627579265,12.369229328718575,1000000,0.569568340238941,3.503053297690949e-08
pop,,28.459508910000295,10.125388469987229,1000000,0.5695683622080981,3.5030523369984145e-08
modulo-k with k=3,(map (mod 3) var0),0.03493226799309923,0.009224859993082646,1810,0.3130719984599303,2.650271230065128e-05
replace-all-with-index-k with k=3,(map (if (empty? empty) (index 2 var0)) var0),2.053785398897162,0.6586518512394832,97864,0.4829787270980823,3.939765254428788e-07
keep eq 1,(filter (eq? 1) var0),0.030586714002311055,0.009832802020355302,1572,0.3062765576809397,3.0867959641073855e-05
slice-k-n with k=2 and n=1,(map car (cons (cdr var0) (cdr empty))),0.003242438998313446,0.0008184180060197832,184,0.20381547656154947,0.00027973783998629136
caesar-cipher-k-modulo-n with k=1 and n=5,(map (mod 5) (map (+ 1) var0)),21.776745153201773,8.765250874817866,776311,0.560629435826896,4.585649482560478e-08
keep gt 0,(filter (le? 1) var0),0.03352974600238667,0.008224090016483387,1349,0.2988426564598436,3.581190560372877e-05
rotate-k with k=2,,26.380452070335195,9.958681044828154,1000000,0.5695683498547455,3.503051529725607e-08
reverse,,24.228841648411617,11.510944008115075,1000000,0.5695683697425001,3.5030515526706446e-08
remove eq 1,,29.00871499976529,10.415749263637736,1000000,0.5695683694162277,3.50305258632565e-08
repeat-k with k=2,,23.955218597870044,7.6129136654353715,1000000,0.569568368466417,3.50305172024795e-08
remove gt 1,(filter (gt? 2) var0),0.039484069987338444,0.011105993992714502,2011,0.3181107668148474,2.3762178915149284e-05
mult-k with k=0,(map (* (length empty)) var0),0.020091813020371774,0.005420597001830174,1038,0.2862448394056575,4.6580566844032654e-05
slice-k-n with k=1 and n=5,,22.84900425995329,9.666986865216131,1000000,0.5695683388241253,3.5030536977495895e-08
keep eq 0,(filter (eq? (length empty)) var0),0.023547459013570915,0.006476168008703098,1180,0.2924049777270185,4.082594634647337e-05
append-k with k=3,(append 3 var0),0.002265763996547321,0.0005643039958158624,115,0.18012886388903496,0.00043052357156867703
slice-k-n with k=2 and n=4,,26.468271121899306,10.553170751106336,1000000,0.5695681011467745,3.503061765932423e-08
prepend-k with k=5,(cons 5 var0),0.002929543989012018,0.0006815510050728335,167,0.19887301359605067,0.00030412590331461954
caesar-cipher-k-modulo-n with k=2 and n=5,(map (mod 5) (map (+ 2) var0)),16.31429074420157,5.987041056373528,668523,0.5552804898990787,5.3796278935058084e-08
prepend-index-k with k=1,(cons (car var0) var0),0.036308270005065424,0.009964465000848577,1915,0.3157722327970779,2.505415462655693e-05
remove gt 2,(filter (gt? 3) var0),0.048114860978785146,0.013590048967671464,2558,0.32956636957948365,1.848750903384109e-05
keep primes,(filter is-prime var0),0.001801396000701061,0.000424605998887273,100,0.17333055917002638,0.0004914681472329074
append-k with k=1,(append 1 var0),0.0005966079970676219,0.00015749599879200105,37,0.12682463125033824,0.0012905538973731672
caesar-cipher-k-modulo-n with k=1 and n=4,(map (mod 4) (map (+ 5) var0)),13.917787495124685,7.996725117002825,618834,0.5524949936026065,5.8440657163710075e-08
slice-k-n with k=1 and n=2,(map car (append (cdr var0) (cons var0 empty))),0.029455504005454713,0.008682439984113444,1558,0.3058418138916677,3.115277586686795e-05
caesar-cipher-k-modulo-n with k=3 and n=2,(map (- 1) var0),0.022138726977573242,0.0058204179931635736,1176,0.292241508041902,4.1021162066357986e-05
keep eq 2,(filter (eq? 2) var0),0.054869586022505246,0.01978363301441277,2971,0.33654843012201807,1.5386016617869876e-05
remove eq 3,,24.298032343848718,8.787137601361792,1000000,0.5695683707072607,3.503053111920957e-08
keep-mod-k with k=5,(filter (is-mod 5) var0),0.02106126100079564,0.005680308016962954,1058,0.28716530548468033,4.546450824550823e-05
slice-k-n with k=5 and n=3,,26.426059603053545,9.046069569314568,1000000,0.5695679901419795,3.503063442320561e-08
drop-k with k=1,(cdr var0),1.0139000551134814e-05,2.2506999812321737e-05,2,0.03604299202403648,0.008930669580366675
append-index-k with k=1,(append (car var0) var0),0.0073573839908931404,0.0019154390020048595,398,0.23988788022355764,0.00011881323516189831
remove-index-k with k=5,,26.793727556269914,7.882452985762029,1000000,0.569568377985631,3.503050945533964e-08
keep squares,(filter is-square var0),0.0016858320032042684,0.0004326040061641834,90,0.16822369683969174,0.0005421440539033443
slice-k-n with k=1 and n=4,,26.344275040779394,11.176384376091846,1000000,0.5695682538740642,3.5030559461076554e-08
pow-k with k=2,(map (* 3) var0),0.03296512599081325,0.01088513398917712,1702,0.31011444976743147,2.8288997208277634e-05
keep-mod-k with k=4,(filter (is-mod 4) var0),0.02350322401343874,0.007384429983176233,1221,0.2940511395121015,3.956009147504026e-05
modulo-k with k=5,(map (mod 5) var0),0.03450899500057858,0.011134150015095656,1851,0.3141439772980609,2.5869825735878554e-05
mult-k with k=3,(map (* 3) var0),0.03144307901038701,0.008748814004320593,1702,0.31011432674244743,2.8289064323586906e-05
replace-all-with-index-k with k=4,(map (if (empty? empty) (index 3 var0)) var0),4.2647819749745395,1.86791588014421,203992,0.5110523198778251,1.8696944238599426e-07
