task_name,program,search_time,evaluation_time,nb_programs,cumulative_probability,probability
caesar-cipher-k-modulo-n with k=5 and n=2,,28.879778090220498,19.713532619822217,1000000,1.6826951804323194,1.2822360913292491e-08
slice-k-n with k=2 and n=5,,29.06399352461449,19.960074334514502,1000000,1.6826935440896453,1.1881309416079524e-08
rotate-k with k=5,,28.76297254970632,19.631471778659034,1000000,1.6826909582019083,1.9383843129741244e-08
drop-k with k=2,"(var0, (cdr, (cdr, None)))",0.007518114016420441,0.005236352004430955,379,0.20333544610302445,0.0006903508515950291
drop-k with k=4,,29.00243577528454,19.8777507075647,1000000,1.6826950767044577,1.2822368646806371e-08
remove-mod-k with k=5,,28.91097900585737,19.773237029141455,1000000,1.6826951694972563,1.2822359351809623e-08
add-k with k=5,,29.250266081173322,19.74353604631324,1000000,1.6826951513290116,1.2822366197478975e-08
caesar-cipher-k-modulo-n with k=2 and n=4,,28.719285623079486,20.507319175379962,1000000,1.6826950916678458,1.2822360148591067e-08
remove-mod-head,,29.175283820393815,20.002485464632628,1000000,1.6826950980379078,1.2822363382844589e-08
remove gt 0,,28.658813308837125,20.200671387836337,1000000,1.6826950994757242,1.2822358484975474e-08
remove eq 0,,28.639800969736825,19.28905372351801,1000000,1.6826951729490358,1.2822361749599563e-08
keep-mod-k with k=2,,28.60546257043825,19.549840387338918,1000000,1.6826950980379078,1.2822363382844589e-08
slice-k-n with k=5 and n=2,,28.721469939533563,19.569920334939525,1000000,1.6826945047578745,1.2861341853119309e-08
take-k with k=5,,29.017618748475797,19.670671943575144,1000000,1.6826948737836003,1.2822357677399423e-08
evens,,28.989871650839632,19.713948552005604,1000000,1.6826951530566205,1.2822365739703488e-08
add-k with k=3,,28.976948818428355,20.98683387865458,1000000,1.682695137457557,1.2822359642184436e-08
prepend-k with k=1,,28.77710812749865,19.572496743214288,1000000,1.6826951234496457,1.2822363182326332e-08
append-k with k=5,,29.151763972608023,19.919226071462617,1000000,1.682695178501548,1.2822366809333774e-08
tail,"(var0, (cdr, None))",0.008761666020291159,0.005793079999421025,414,0.23304933992000287,0.00893067002123239
add-k with k=1,,29.352285307795682,19.980120037263987,1000000,1.6826951468985842,1.2822360825314686e-08
prepend-k with k=0,,28.40376086609831,19.4765436965572,1000000,1.6826951008400688,1.2822365955812382e-08
remove-index-k with k=2,,27.768483151550754,18.938101193562034,1000000,1.682695143026432,1.2822365798144594e-08
remove gt 3,,27.73734991854144,18.947091838999768,1000000,1.6826951722173982,1.2822359725213628e-08
caesar-cipher-k-modulo-n with k=5 and n=3,,28.702155876129837,19.47038476500893,1000000,1.6826951939446941,1.2822370379623317e-08
keep-mod-k with k=3,,28.668948801048828,19.603900763184356,1000000,1.6826951064963815,1.2822356859202754e-08
slice-k-n with k=4 and n=1,,28.917026757648273,19.981846998420224,1000000,1.6826951352170765,1.2822365055164423e-08
append-index-k with k=2,,28.7351920059009,19.647961105431023,1000000,1.682695150363064,1.2822366127531315e-08
take-k with k=2,,29.489490149895573,20.12734281012672,1000000,1.6826951296442516,1.282236813270745e-08
caesar-cipher-k-modulo-n with k=1 and n=3,,29.832355928916513,20.437907815801736,1000000,1.6826951930157552,1.2822364621931178e-08
replace-all-with-index-k with k=5,,30.648000944191153,20.4160061971088,1000000,1.6826950984397249,1.2822369600535767e-08
sort-and-deduplicate,,30.157879291869904,20.509893336889945,1000000,1.682695108836001,1.2822356475741387e-08
pow-k with k=5,"(empty, None)",0.00046128399844747037,1.0925003152806312e-05,1,0.027112240158233384,0.027112240158233384
sort,,30.522242833241762,20.108061579230707,1000000,1.6826951305328481,1.2822362754704753e-08
remove-mod-k with k=4,,30.21796456615266,20.727865922817728,1000000,1.6826951384153113,1.2822365269264398e-08
take-k with k=1,,29.73896641882311,19.95521396677941,1000000,1.6826951459488841,1.2822361188497999e-08
append-k with k=2,,28.948861847391527,19.494569796792348,1000000,1.6826951483372898,1.2822359128917835e-08
slice-k-n with k=4 and n=3,,29.1107761227031,19.44760347020201,1000000,1.682694317927878,1.2861333025254399e-08
mult-k with k=4,,29.382129341960535,19.89294894172781,1000000,1.6826949413010956,1.2822364763933303e-08
slice-k-n with k=5 and n=1,,29.641392731333326,20.250547082017874,1000000,1.682694984293583,1.2822358286902461e-08
modulo-k with k=2,,29.002800543850753,19.74449004967755,1000000,1.6826951694972563,1.2822359351809623e-08
slice-k-n with k=3 and n=1,,28.414648166093684,19.479895174648846,1000000,1.6826951258642073,1.2822370591928418e-08
append-k with k=0,,29.09850386209291,19.975999552043504,1000000,1.682695141135978,1.2822360431022168e-08
keep eq 3,,30.14936584343377,20.456321850295353,1000000,1.682695127610054,1.2822362767696889e-08
remove-index-k with k=4,,30.46967457990104,20.75468282510701,1000000,1.6826951322502202,1.2822369903564299e-08
rotate-k with k=4,,30.961438371079566,20.80269357184443,1000000,1.6826941740449823,1.2652727976514606e-08
pow-k with k=4,"(empty, (length, (var0, (cons, (cdr, None)))))",0.07762656890554354,0.055577889033884276,3397,0.5229854861794331,3.483046471639002e-05
prepend-k with k=3,,29.93471928546205,20.456817677979416,1000000,1.6826951112763047,1.2822359132891827e-08
append-k with k=4,,29.596236056720954,20.215519794677675,1000000,1.6826951584303773,1.2822365838197589e-08
caesar-cipher-k-modulo-n with k=1 and n=2,,29.33683250588365,19.97863793592842,1000000,1.682695146624657,1.282235767876864e-08
pow-k with k=3,"(empty, (length, (var0, (cons, (cdr, None)))))",0.07555610489362152,0.05859864594822284,3397,0.5229853394398478,3.4830437134240023e-05
replace-all-with-index-k with k=1,,29.73110146549152,20.24422801678884,1000000,1.6826951780607973,1.282236095796262e-08
modulo-k with k=4,,28.66844363870041,19.529891267739004,1000000,1.682695181283574,1.282235878173945e-08
slice-k-n with k=3 and n=2,,28.864607017312665,19.73914331677952,1000000,1.6826951620888817,1.282236194307464e-08
repeat,,28.929756935824116,19.79518494862714,1000000,1.6826950877305822,1.2822351342419779e-08
slice-k-n with k=4 and n=4,,28.189158602559473,19.165439464341034,1000000,1.6826881088417178,1.282243224825259e-08
slice-k-n with k=1 and n=3,,28.332944453410164,19.371951793880726,1000000,1.6826950780957857,1.0295603510683983e-08
keep-mod-head,,28.83167179924203,19.668132858329045,1000000,1.6826951086301765,1.282235638347405e-08
remove-mod-k with k=2,,29.367181072331732,19.92110497433896,1000000,1.682695141135978,1.2822360431022168e-08
take-k with k=3,,30.07200021215249,20.199118859840382,1000000,1.6826951287827987,1.2822367640053613e-08
remove-index-k with k=1,"(var0, (cdr, None))",0.009567738066834863,0.006183709920151159,414,0.23304932862136657,0.00893067131266869
caesar-cipher-k-modulo-n with k=2 and n=3,,29.714027392445132,20.30284262119676,1000000,1.6826951846636047,1.2822365049917128e-08
slice-k-n with k=1 and n=1,,29.811881004701718,20.352740493144665,1000000,1.6826951575884388,1.282236780351108e-08
modulo-k with k=1,,29.461704323584854,20.081544333188504,1000000,1.6826950939597534,1.2822366975114027e-08
remove-mod-k with k=3,,29.249940477318887,21.35203364683548,1000000,1.6826951627529079,1.2822360491560327e-08
slice-k-n with k=2 and n=3,,29.83476117434475,20.225429535872536,1000000,1.682694902537708,1.0295605329973846e-08
prepend-index-k with k=2,,28.938581114591216,19.77471850384609,1000000,1.6826951584689096,1.2822366190347158e-08
caesar-cipher-k-modulo-n with k=4 and n=3,,28.429033592205087,19.603806449456897,1000000,1.6826951930157552,1.2822364621931178e-08
repeat-many,,28.51417735981522,19.414139028653153,1000000,1.682695171315201,1.2822357811624289e-08
slice-k-n with k=3 and n=3,,28.270855253162154,19.47669409822265,1000000,1.682695013416563,1.282236198627551e-08
pop,,28.402935816113313,19.51052715464175,1000000,1.682695135506306,1.2822363329774765e-08
modulo-k with k=3,,28.491293985425727,19.597050060881884,1000000,1.6826950916678458,1.2822360148591067e-08
replace-all-with-index-k with k=3,,28.754670126989367,19.383326250492246,1000000,1.6826951266303616,1.2822367381448544e-08
keep eq 1,,28.54755597750045,20.67170064883976,1000000,1.6826951157762993,1.2822365880217922e-08
slice-k-n with k=2 and n=1,,28.374138140534342,19.354920536505233,1000000,1.6826951733951077,1.2822358800563453e-08
caesar-cipher-k-modulo-n with k=1 and n=5,,28.250111514695163,19.26794168780907,1000000,1.6826951517844353,1.2822367088065329e-08
keep gt 0,,28.269743888602534,19.57955506839062,1000000,1.6826951734729345,1.2822355429379609e-08
rotate-k with k=2,,28.18265237246669,19.251851393702964,1000000,1.6826950610596645,1.2822362142410793e-08
reverse,,28.056596204522066,19.30096741075249,1000000,1.682695126300914,1.2822368126449718e-08
remove eq 1,,28.162715404214396,19.629406140127685,1000000,1.6826951721322696,1.2822359786033253e-08
repeat-k with k=2,,28.237031794938957,19.268976574348926,1000000,1.6826951219198296,1.2822361800428672e-08
remove gt 1,,28.273398064127832,19.288947264612943,1000000,1.6826951206941092,1.2822365880217922e-08
mult-k with k=0,,28.263878782810934,19.271764945529867,1000000,1.6826951492955171,1.2822356741393873e-08
slice-k-n with k=1 and n=5,,28.133309201075463,19.520509394191322,1000000,1.6826949935406368,1.2822359879778314e-08
keep eq 0,,28.20964179767907,19.24420951447246,1000000,1.6826950994757242,1.2822358484975474e-08
append-k with k=3,,27.977050062800117,19.197110627581424,1000000,1.682695125627848,1.2822369935111743e-08
slice-k-n with k=2 and n=4,,28.091058196368976,19.2431161863351,1000000,1.6826940921969682,1.2652731086928685e-08
prepend-k with k=5,,28.14675419578998,19.233514650622965,1000000,1.6826951495553966,1.2822364071531156e-08
caesar-cipher-k-modulo-n with k=2 and n=5,,28.174239448824665,19.19284196137596,1000000,1.6826951281251201,1.282236295623055e-08
prepend-index-k with k=1,,28.037261584548105,19.256531426668516,1000000,1.6826951076658796,1.2822373191593829e-08
remove gt 2,,28.046230560161348,19.224317363805312,1000000,1.682695081649678,1.2822362712025779e-08
keep primes,,28.02701911386248,19.227210656354146,1000000,1.6826947121180778,1.0295605985108352e-08
append-k with k=1,,28.012772671529092,19.23946374699881,1000000,1.6826950868129045,1.2822360148591067e-08
caesar-cipher-k-modulo-n with k=1 and n=4,,28.1439797408093,20.417776359812706,1000000,1.6826951483372898,1.2822359128917835e-08
slice-k-n with k=1 and n=2,,29.2323949742713,20.035067494376563,1000000,1.6826951908101764,1.2822370925917067e-08
caesar-cipher-k-modulo-n with k=3 and n=2,,29.413430414184404,20.198100916968542,1000000,1.6826951692189982,1.282235261654604e-08
keep eq 2,,29.53665073456068,21.66457227018691,1000000,1.6826951583050576,1.2822366042094442e-08
remove eq 3,,29.550051221398462,20.84243367252202,1000000,1.6826951707846958,1.2822357340800256e-08
keep-mod-k with k=5,,29.03142612517695,19.935828314322862,1000000,1.6826951086301765,1.282235638347405e-08
slice-k-n with k=5 and n=3,,28.895865006619715,19.98932923044049,1000000,1.682693628005291,1.1881303010542051e-08
drop-k with k=1,"(var0, (cdr, None))",0.00864153495786013,0.006079559047066141,414,0.23304932466743877,0.008930669580366675
append-index-k with k=1,,28.65068349023204,19.746385299687972,1000000,1.6826951482893626,1.2822362189562678e-08
remove-index-k with k=5,,28.937069164552668,19.956448298180476,1000000,1.6826951543335,1.2822361570117442e-08
keep squares,,28.897402954360587,20.097750058441306,1000000,1.6826949837201708,1.2822362744517213e-08
slice-k-n with k=1 and n=4,,28.71688182667276,19.58343148844142,1000000,1.682694655789594,1.2822363725985223e-08
pow-k with k=2,,27.858458750219143,19.463236216550285,1000000,1.6826948107958761,1.9383942246797698e-08
keep-mod-k with k=4,,28.617369569212315,19.823285029662657,1000000,1.682695108836001,1.2822356475741387e-08
modulo-k with k=5,,28.258314170583617,19.306951110971568,1000000,1.6826950916678458,1.2822360148591067e-08
mult-k with k=3,,28.05726158991456,19.370813704306784,1000000,1.6826944089001352,1.2861340668744337e-08
replace-all-with-index-k with k=4,,28.221463263995247,19.43032877877704,1000000,1.6826951789726208,1.2822371491124248e-08
