task_name,program,search_time,evaluation_time,nb_programs,cumulative_probability,probability
append-k with k=5,,1.5333939659467433,43.616830835540895,1000000,1.358391759395324e-10,2.4038133406339614e-19
tail,,1.5415439942080411,43.812053050569375,1000000,1.3583911628481136e-10,2.4038111535635325e-19
add-k with k=1,,1.5509335861497675,44.61218769356492,1000000,1.358391871662787e-10,2.403812305861254e-19
prepend-k with k=0,,1.5464704735131818,43.98257639322401,1000000,1.3583922501773667e-10,2.4038127972997773e-19
remove-index-k with k=2,,1.5480318052505027,44.02574882740009,1000000,1.3583913497155664e-10,2.403811747218322e-19
remove gt 3,,1.5431218840603833,44.01179394825158,1000000,1.3583919165223628e-10,2.4038130187318403e-19
caesar-cipher-k-modulo-n with k=5 and n=3,,1.5488906259924988,43.990112445018895,1000000,1.3583915833790246e-10,2.40381281908371e-19
keep-mod-k with k=3,,1.5593309005271294,44.12165199926676,1000000,1.3583922479743715e-10,2.4038133297187005e-19
slice-k-n with k=4 and n=1,,1.5456430306076072,43.998255570200854,1000000,1.3583919905141266e-10,2.4038141285910475e-19
append-index-k with k=2,,1.5435101211987785,44.004890548210824,1000000,1.3583921687541546e-10,2.4038140590974385e-19
take-k with k=2,,1.542325456321123,44.09250918633188,1000000,1.3583917820152834e-10,2.4038121585072804e-19
caesar-cipher-k-modulo-n with k=1 and n=3,,1.544522461394081,44.02821102053713,1000000,1.3583913183535157e-10,2.4038112173525346e-19
replace-all-with-index-k with k=5,,1.5440280011753202,43.96459374873666,1000000,1.3583913698825112e-10,2.4038098333712796e-19
sort-and-deduplicate,,1.5453983193510794,43.82838791641552,1000000,1.3583920298045168e-10,2.403813037342018e-19
pow-k with k=5,"(var0, (empty, (cons, (empty?, (3, (0, (-, (empty, (append, (3, (empty, (index, (4, (range, (var0, (if, (if, None)))))))))))))))))",0.005455697995785158,7.11110042175278e-05,1,1.551634156211959e-11,1.551634156211959e-11
sort,,1.5407181005284656,43.781992822812754,1000000,1.3583915899957716e-10,2.40381392761687e-19
remove-mod-k with k=4,,1.5566941483557457,84.53232857170951,1000000,1.3583916773121475e-10,2.4038133440111566e-19
take-k with k=1,,1.5479722629243042,43.939030644338345,1000000,1.358391685262458e-10,2.4038140300024755e-19
append-k with k=2,,1.5486933307984145,43.872023820375034,1000000,1.3583918536592364e-10,2.4038135209343565e-19
slice-k-n with k=4 and n=3,,1.549381060001906,44.046628982163384,1000000,1.3583902758451853e-10,2.403800396909962e-19
mult-k with k=4,,1.5491770534936222,43.90806242074905,1000000,1.3583922076656263e-10,2.4038106226546477e-19
slice-k-n with k=5 and n=1,,1.572006376030913,44.28847529873019,1000000,1.358392559557194e-10,2.403812213528013e-19
modulo-k with k=2,,1.5496429202175932,43.84553570625576,1000000,1.358391999855759e-10,2.403813706514216e-19
slice-k-n with k=3 and n=1,,1.548840077171917,44.11066631117865,1000000,1.3583920524280183e-10,2.40381355863926e-19
append-k with k=0,,1.5460516877283226,44.22937763911614,1000000,1.3583920233327816e-10,2.4038137823747767e-19
keep eq 3,,1.5531548421204207,44.04206183338101,1000000,1.3583915625916768e-10,2.4038126594241224e-19
remove-index-k with k=4,,1.556249365232361,44.17090015424765,1000000,1.3583914186519694e-10,2.4038107825102053e-19
rotate-k with k=4,,1.5535385019684327,44.13234695469146,1000000,1.3583878942848474e-10,2.403793780864024e-19
pow-k with k=4,"(var0, (empty, (cons, (empty?, (3, (0, (-, (empty, (append, (3, (empty, (index, (4, (range, (var0, (if, (if, None)))))))))))))))))",0.005273934999422636,0.0001275970062124543,1,1.5516418357887232e-11,1.5516418357887232e-11
prepend-k with k=3,,1.5587344349478371,44.073937841909355,1000000,1.3583914015038489e-10,2.4038128293442384e-19
append-k with k=4,,1.5605569876133814,44.034409389831126,1000000,1.3583917268191584e-10,2.4038127449188946e-19
caesar-cipher-k-modulo-n with k=1 and n=2,,1.5671783355792286,44.21057783126162,1000000,1.3583918266711212e-10,2.4038133149763804e-19
pow-k with k=3,"(var0, (empty, (cons, (empty?, (3, (0, (-, (empty, (append, (3, (empty, (index, (4, (range, (var0, (if, (if, None)))))))))))))))))",0.005316549999406561,0.00015663699741708115,1,1.551641295394564e-11,1.551641295394564e-11
replace-all-with-index-k with k=1,,1.6013557115802541,85.66770461193664,1000000,1.3583919054199082e-10,2.4038143577455373e-19
modulo-k with k=4,,1.583644821861526,44.363321899363655,1000000,1.3583920372135206e-10,2.403812259275396e-19
slice-k-n with k=3 and n=2,,1.576661249535391,44.45129459907912,1000000,1.35839156335661e-10,2.403813174298282e-19
repeat,,1.5696679306856822,44.001279728843656,1000000,1.3583921197965017e-10,2.403813290005557e-19
slice-k-n with k=4 and n=4,,1.5518268195810379,43.844599128759,1000000,1.3583725266032738e-10,2.403709359314464e-19
slice-k-n with k=1 and n=3,,1.5534279567218618,44.13819520015386,1000000,1.358392163324661e-10,2.4038132731021933e-19
keep-mod-head,,1.552641629044956,44.004999974698876,1000000,1.3583919534148352e-10,2.403813756582447e-19
remove-mod-k with k=2,,1.5522693890452501,43.967768541988335,1000000,1.3583920233327816e-10,2.4038137823747767e-19
take-k with k=3,,1.5580688507616287,44.10956960216572,1000000,1.3583910759989718e-10,2.4038109484639077e-19
remove-index-k with k=1,,1.556567110477772,44.0982895416455,1000000,1.358391845759339e-10,2.4038123832814385e-19
caesar-cipher-k-modulo-n with k=2 and n=3,,1.548596975793771,43.942165283056966,1000000,1.3583913538784725e-10,2.4038115599856247e-19
slice-k-n with k=1 and n=1,,1.5461540810356382,43.96642086506472,1000000,1.3583915329681566e-10,2.4038129328448365e-19
modulo-k with k=1,,1.5566736878608936,43.943032744129596,1000000,1.3583920023148034e-10,2.4038124108398825e-19
remove-mod-k with k=3,,1.562430647732981,43.90474367035495,1000000,1.358391683718998e-10,2.4038140001119966e-19
slice-k-n with k=2 and n=3,,1.556301709752006,43.908523307181895,1000000,1.358391561102638e-10,2.4038086658986947e-19
prepend-index-k with k=2,,1.5548547977596172,43.877056948578684,1000000,1.358391105490676e-10,2.403811236616209e-19
caesar-cipher-k-modulo-n with k=4 and n=3,,1.5561096821038518,43.9743533499568,1000000,1.3583913183535157e-10,2.4038112173525346e-19
repeat-many,,1.5450496846533497,44.02510043326765,1000000,1.3583920353079022e-10,2.403812862769399e-19
slice-k-n with k=3 and n=3,,1.5443390325308428,43.9976260446856,1000000,1.3583924144277832e-10,2.4038119622928684e-19
pop,,1.5473576596341445,44.02064275989687,1000000,1.358391724206343e-10,2.4038131613412365e-19
modulo-k with k=3,,1.544071744865505,43.909475741798815,1000000,1.35839147387908e-10,2.4038135495423414e-19
replace-all-with-index-k with k=3,,1.568572694552131,44.051945495579275,1000000,1.3583908050795536e-10,2.40380855224329e-19
keep eq 1,,1.569421928630618,44.51716312438657,1000000,1.3583914504875628e-10,2.4038138848139654e-19
slice-k-n with k=2 and n=1,,1.5717140439955983,44.48528132613137,1000000,1.358391962655924e-10,2.4038130692965893e-19
caesar-cipher-k-modulo-n with k=1 and n=5,,1.5670469037286239,44.432534965279046,1000000,1.3583914306583313e-10,2.403813428462809e-19
keep gt 0,,1.595782298478298,85.87389614431595,1000000,1.358391613549193e-10,2.4038127695461417e-19
rotate-k with k=2,,1.5566490645578597,44.17353715455101,1000000,1.3583924672852654e-10,2.4038119520465176e-19
reverse,,1.550038109831803,44.02835445297387,1000000,1.3583918937321884e-10,2.403813576626291e-19
remove eq 1,,0.950640910261427,99.04940506709681,599622,1.3543338488997154e-10,2.129975113934618e-19
repeat-k with k=2,,1.545050125423586,44.06493732127274,1000000,1.358390737619023e-10,2.4038119513774895e-19
remove gt 1,,1.5507636859911145,44.20944894850254,1000000,1.3583914789646534e-10,2.40381359179582e-19
mult-k with k=0,,1.571219343386474,44.43907612819021,1000000,1.358391967722892e-10,2.4038136309577153e-19
slice-k-n with k=1 and n=5,,1.5655916588293621,44.204107126213785,1000000,1.3583920999991182e-10,2.403811072075198e-19
keep eq 0,,1.57249340571434,44.233813817416376,1000000,1.3583919152159608e-10,2.4038138559464855e-19
append-k with k=3,,1.5693445722936303,44.162015046364104,1000000,1.358391845759339e-10,2.4038123832814385e-19
slice-k-n with k=2 and n=4,,1.5396273269725498,43.71190876827313,1000000,1.35838902107793e-10,2.403794591658526e-19
prepend-k with k=5,,1.5479747766075889,44.05977727692516,1000000,1.3583917919779557e-10,2.4038119557368415e-19
caesar-cipher-k-modulo-n with k=2 and n=5,,1.5529990977811394,44.05890493356128,1000000,1.3583913729875066e-10,2.403812804884273e-19
prepend-index-k with k=1,,1.5563183951453539,44.19623568725365,1000000,1.3583908787906607e-10,2.403810931487449e-19
remove gt 2,,1.5474989160502446,43.892841034590674,1000000,1.3583912534155009e-10,2.403812914667054e-19
keep primes,,1.5535796325129922,44.066141126044386,1000000,1.3583914026098372e-10,2.4038073664679757e-19
append-k with k=1,,1.5501799748599296,43.98076588020922,1000000,1.3583914188940502e-10,2.403813401319121e-19
caesar-cipher-k-modulo-n with k=1 and n=4,,1.578140453369997,84.80765466054436,1000000,1.3583918536592364e-10,2.4038135209343565e-19
slice-k-n with k=1 and n=2,,1.5501724138084683,44.01582448728732,1000000,1.3583913485831473e-10,2.4038114831379524e-19
caesar-cipher-k-modulo-n with k=3 and n=2,,1.5540401590551483,44.09921320172725,1000000,1.3583916138029902e-10,2.4038127684520502e-19
keep eq 2,,1.5486753023433266,43.97310299274977,1000000,1.3583914825229814e-10,2.4038133536048964e-19
remove eq 3,,1.2457949231902603,98.75424904579995,788045,1.3562133866099786e-10,1.3939560885627288e-19
keep-mod-k with k=5,,1.552452627569437,44.0178912137344,1000000,1.3583919534148352e-10,2.403813756582447e-19
slice-k-n with k=5 and n=3,,1.5468040067789843,43.992867566194036,1000000,1.3583871332826005e-10,2.4037868325394736e-19
drop-k with k=1,,1.55001705486211,43.98660591774387,1000000,1.3583912022832744e-10,2.4038127123614303e-19
append-index-k with k=1,,1.5488518432539422,43.89341955422424,1000000,1.3583915449707574e-10,2.4038125322454314e-19
remove-index-k with k=5,,1.559621129737934,44.06952122457733,1000000,1.3583922837771234e-10,2.403815218548842e-19
keep squares,,1.5616383953893092,44.171718520025024,1000000,1.358392173698362e-10,2.403813245673117e-19
slice-k-n with k=1 and n=4,,1.5518633688916452,44.0068475499138,1000000,1.358390256802196e-10,2.403806341887872e-19
pow-k with k=2,,0.949694864495541,99.05041386676021,599247,1.354330524222799e-10,2.376841601218477e-19
keep-mod-k with k=4,,1.543204842862906,44.08889533554611,1000000,1.3583920298045168e-10,2.403813037342018e-19
modulo-k with k=5,,1.5489335128077073,44.177366814838024,1000000,1.35839147387908e-10,2.4038135495423414e-19
mult-k with k=3,,1.5437097330286633,44.070903144049225,1000000,1.358391351920117e-10,2.403804962403392e-19
replace-all-with-index-k with k=4,,1.546420444981777,44.12377492210362,1000000,1.3583924076901177e-10,2.4038131163182084e-19
