task_name,program,search_time,evaluation_time,nb_programs,cumulative_probability,probability
rotate-k with k=4,,1.7775295524625108,44.621670167922275,1000000,1.0160667981848021e-10,3.626320964109445e-19
pow-k with k=4,"(var0, (empty, (cons, (empty?, (3, (0, (-, (empty, (append, (3, (empty, (index, (4, (range, (var0, (if, (if, None)))))))))))))))))",0.006363142005284317,0.00013108900748193264,1,1.5516418357887232e-11,1.5516418357887232e-11
prepend-k with k=3,,1.7515734417538624,44.308810279660975,1000000,1.016069865842488e-10,3.6263350446900624e-19
append-k with k=4,,1.7851729318790603,44.590010157902725,1000000,1.0160700597992973e-10,3.626332616299052e-19
caesar-cipher-k-modulo-n with k=1 and n=2,,1.772680187903461,44.49079512208118,1000000,1.0160701868421137e-10,3.6263357670728854e-19
pow-k with k=3,"(var0, (empty, (cons, (empty?, (3, (0, (-, (empty, (append, (3, (empty, (index, (4, (range, (var0, (if, (if, None)))))))))))))))))",0.0062364180048462,0.00010124199616257101,1,1.551641295394564e-11,1.551641295394564e-11
replace-all-with-index-k with k=1,,1.7854663103062194,85.53722638628096,1000000,1.0160702243601125e-10,3.62633527112701e-19
modulo-k with k=4,,1.7790819727088092,44.35807000423665,1000000,1.016070343504764e-10,3.626335952369921e-19
slice-k-n with k=3 and n=2,,1.7536984923790442,44.39966830384219,1000000,1.0160699888693301e-10,3.626334551765546e-19
repeat,,1.7827806970162783,44.368303475974244,1000000,1.0160704090703312e-10,3.6263350018065104e-19
slice-k-n with k=4 and n=4,,1.7626490302936872,44.26573707915668,1000000,1.0160532794903143e-10,3.6262567683733016e-19
slice-k-n with k=1 and n=3,,1.785161899184459,44.54106850037351,1000000,1.0160704461680356e-10,3.626334724162431e-19
keep-mod-head,,1.794794482528232,44.524566962354584,1000000,1.016070281784647e-10,3.626335894211372e-19
remove-mod-k with k=2,,1.7998120910924627,44.32494657601637,1000000,1.0160703360123035e-10,3.626336356348992e-19
take-k with k=3,,1.7546046809584368,44.045194617443485,1000000,1.0160695693218503e-10,3.626331617766507e-19
remove-index-k with k=1,,1.7525639383966336,44.165256648062496,1000000,1.0160701487343193e-10,3.6263340262848775e-19
caesar-cipher-k-modulo-n with k=2 and n=3,,1.7661591716168914,44.0278819155501,1000000,1.0160697765270068e-10,3.6263325342887333e-19
slice-k-n with k=1 and n=1,,1.7497366162133403,44.073511505222996,1000000,1.0160699503353975e-10,3.6263331212127735e-19
modulo-k with k=1,,1.7491915785503807,43.96291346939688,1000000,1.0160703239213361e-10,3.626336883973321e-19
remove-mod-k with k=3,,1.7653756509098457,44.0095499043382,1000000,1.0160700784926189e-10,3.626333895567636e-19
slice-k-n with k=2 and n=3,,1.7842011784377974,44.081541747873416,1000000,1.0160698722714952e-10,3.6263291002092824e-19
prepend-index-k with k=2,,1.7604996433801716,44.09172288401169,1000000,1.0160696864456982e-10,3.62633341032933e-19
caesar-cipher-k-modulo-n with k=4 and n=3,,1.7712764257885283,44.29244746193581,1000000,1.0160697575190515e-10,3.6263343805840644e-19
repeat-many,,1.7569900154630886,43.983796632499434,1000000,1.0160703446779332e-10,3.6263344816986524e-19
slice-k-n with k=3 and n=3,,1.7601577057503164,44.204177809137036,1000000,1.016070626342786e-10,3.6263330947821193e-19
pop,,1.770456359590753,44.330220535441185,1000000,1.0160701136927245e-10,3.626335406320778e-19
modulo-k with k=3,,1.794388928814442,44.58002381208644,1000000,1.016069922532954e-10,3.6263344827028664e-19
replace-all-with-index-k with k=3,,1.765409871135489,44.298498222997296,1000000,1.0160693680744906e-10,3.62633257511917e-19
keep eq 1,,1.7621594361553434,44.12006595704588,1000000,1.0160699043051537e-10,3.6263335440861636e-19
slice-k-n with k=2 and n=1,,1.7441539070860017,44.03512504945684,1000000,1.0160702349937054e-10,3.6263338398094575e-19
caesar-cipher-k-modulo-n with k=1 and n=5,,1.759040740391356,44.06034770444967,1000000,1.016069887571519e-10,3.6263345515099314e-19
keep gt 0,,1.7841592089243932,85.25319476757431,1000000,1.0160700273767117e-10,3.6263357192652106e-19
rotate-k with k=2,,1.7719508091104217,44.14688781213772,1000000,1.0160706544951961e-10,3.62633488278282e-19
reverse,,1.7692746283719316,44.17093255693908,1000000,1.0160702401682167e-10,3.626335163750879e-19
remove eq 1,,1.0685623201716226,98.93149443397124,597139,1.0093185126358792e-10,1.5968661538183595e-18
repeat-k with k=2,,1.7731143877608702,44.097215917514404,1000000,1.0160693708974614e-10,3.626332575455118e-19
remove gt 1,,1.7468634929391555,44.22097161038255,1000000,1.0160699266887771e-10,3.6263342350948034e-19
mult-k with k=0,,1.803134037007112,44.398993886774406,1000000,1.0160702914330398e-10,3.626335831877484e-19
slice-k-n with k=1 and n=5,,1.7626177610945888,44.377820102119585,1000000,1.0160703152896144e-10,3.6263329777394855e-19
keep eq 0,,1.7962405149592087,44.78695397039701,1000000,1.0160702529966673e-10,3.62633604410958e-19
append-k with k=3,,1.7980080901033944,45.00786778096517,1000000,1.0160701487343193e-10,3.6263340262848775e-19
slice-k-n with k=2 and n=4,,1.790091176997521,44.72716767381644,1000000,1.0160676279879139e-10,3.6263213450147154e-19
prepend-k with k=5,,1.7827365658595227,44.775829468810116,1000000,1.0160701079690375e-10,3.626336224305036e-19
caesar-cipher-k-modulo-n with k=2 and n=5,,1.8030352479836438,44.775755703347386,1000000,1.0160698440532376e-10,3.6263335358840415e-19
prepend-index-k with k=1,,1.7877171965228627,44.88944878410257,1000000,1.0160694252428371e-10,3.626332538562847e-19
remove gt 2,,1.78114066515991,44.75754766930186,1000000,1.0160697578793705e-10,3.626333524945495e-19
keep primes,,1.8127613619726617,44.85286873612495,1000000,1.0160697373982484e-10,3.6263309299440258e-19
append-k with k=1,,1.822845271541155,44.84956934179354,1000000,1.0160698792421165e-10,3.626334294954848e-19
caesar-cipher-k-modulo-n with k=1 and n=4,,1.8415867707662983,86.35414578787459,1000000,1.0160702036779315e-10,3.626335273957551e-19
slice-k-n with k=1 and n=2,,1.812938225833932,44.88276521973603,1000000,1.0160698269372677e-10,3.626333386890361e-19
caesar-cipher-k-modulo-n with k=3 and n=2,,1.8016916912019951,44.976781695877435,1000000,1.0160700278009179e-10,3.6263352232926824e-19
keep eq 2,,1.7913134986010846,44.70762274772278,1000000,1.0160699284770912e-10,3.6263346192948736e-19
remove eq 3,,1.4142474694235716,98.58585802723246,771547,1.0120447578481997e-10,3.522866936171455e-18
keep-mod-k with k=5,,1.8361996914463816,44.89028211706318,1000000,1.016070281784647e-10,3.626335894211372e-19
slice-k-n with k=5 and n=3,,1.819798587297555,45.06664171782904,1000000,1.0160660608615659e-10,3.62631469717654e-19
drop-k with k=1,,1.801178306050133,44.806689793549594,1000000,1.0160697159008514e-10,3.626333660920188e-19
append-index-k with k=1,,1.8082763121637981,44.77638677392679,1000000,1.0160699247734244e-10,3.6263352257040016e-19
remove-index-k with k=5,,1.7816879307792988,44.74475155067921,1000000,1.0160704797026476e-10,3.6263379880343557e-19
keep squares,,1.7971399571397342,44.72587128527812,1000000,1.0160703291680671e-10,3.626334360127879e-19
slice-k-n with k=1 and n=4,,1.8032244125643047,44.687155360821635,1000000,1.0160688930535302e-10,3.626328887874302e-19
pow-k with k=2,,1.076209101564018,98.92384800201398,585190,1.0090908304367026e-10,2.0525559571959888e-19
keep-mod-k with k=4,,1.8112546333577484,45.149150624041795,1000000,1.016070340653617e-10,3.626334620644363e-19
modulo-k with k=5,,1.7931513966905186,44.753897983115166,1000000,1.016069922532954e-10,3.6263344827028664e-19
mult-k with k=3,,1.8222655908029992,44.99745778160286,1000000,1.0160695276844191e-10,3.626327215539758e-19
replace-all-with-index-k with k=4,,1.80940266881953,45.06143301454722,1000000,1.0160705722033243e-10,3.62633749382478e-19
